College_Name,Location,Fees,College_URL
"Aurovindo College of Nursing - [ACN], Bhopal","Bhopal, Madhya Pradesh","₹ 79,000",https://collegedunia.com/college/11307-aurovindo-college-of-nursing-acn-bhopal
"Aditya Nursing College, Beed","Beed, Maharashtra","₹ 79,000",https://collegedunia.com/college/63734-aditya-nursing-college-beed
"Eklavya University, Damoh","Damoh, Madhya Pradesh","₹ 1,07,830",https://collegedunia.com/university/62372-eklavya-university-damoh
"BSD College of Allied Health Sciences, Coimbatore","Coimbatore, Tamil Nadu","₹ 1,55,000",https://collegedunia.com/college/62631-bsd-college-of-allied-health-sciences-coimbatore
"KMCH Institute Of Allied Health Sciences, Coimbatore","Coimbatore, Tamil Nadu","₹ 3,15,000",https://collegedunia.com/college/63745-kmch-institute-of-allied-health-sciences-coimbatore
"Hind Institute of Medical Sciences - [HIMS], Lucknow","Lucknow, Uttar Pradesh","₹ 78,000",https://collegedunia.com/college/10517-hind-institute-of-medical-sciences-hims-lucknow
"Vidhyanagari Group of Institutions, Himmatnagar","Himmatnagar, Gujarat","₹ 78,000",https://collegedunia.com/college/58038-vidhyanagari-group-of-institutions-himmatnagar
"ISHWAR Institute of Prosthetics and Orthotics, Chennai","Chennai, Tamil Nadu","₹ 65,000",https://collegedunia.com/college/64827-ishwar-institute-of-prosthetics-and-orthotics-chennai
"RKDF College of Nursing, Bhopal","Bhopal, Madhya Pradesh","₹ 77,700",https://collegedunia.com/college/12156-rkdf-college-of-nursing-bhopal
"Sarvepalli Radhakrishnan University - [SRK], Bhopal","Bhopal, Madhya Pradesh","₹ 77,700",https://collegedunia.com/university/56922-sarvepalli-radhakrishnan-university-srk-bhopal
"Khaja Bandanawaz University - [KBNU], Gulbarga","Gulbarga, Karnataka","₹ 80,700",https://collegedunia.com/university/59978-khaja-bandanawaz-university-kbnu-gulbarga
"Beehive Group of Colleges, Dehradun","Dehradun, Uttarakhand","₹ 92,600",https://collegedunia.com/college/62142-beehive-group-of-colleges-dehradun
"Oyster Institute of Pharmacy, Aurangabad","Aurangabad, Maharashtra","₹ 77,500",https://collegedunia.com/college/59089-oyster-institute-of-pharmacy-aurangabad
"Chirayu Medical College and Hospital - [CMCH], Bhopal","Bhopal, Madhya Pradesh","₹ 77,000",https://collegedunia.com/college/10340-chirayu-medical-college-and-hospital-cmch-bhopal
"College of Nursing, Cuttack","Cuttack, Odisha","₹ 77,000",https://collegedunia.com/college/11466-college-of-nursing-cuttack
"Swami Devi Dyal College of Nursing - [SDDCN], Panchkula","Panchkula, Haryana","₹ 77,000",https://collegedunia.com/college/12572-swami-devi-dyal-college-of-nursing-sddcn-panchkula
"Parul University, Vadodara","Vadodara, Gujarat","₹ 1,02,000",https://collegedunia.com/university/55884-parul-university-vadodara
"Shri H.V. Mehta Institute of Nursing, Rajkot","Rajkot, Gujarat","₹ 81,000",https://collegedunia.com/college/63871-shri-hv-mehta-institute-of-nursing-rajkot
"Aruna College of Nursing, Tumkur","Tumkur, Karnataka","₹ 80,000",https://collegedunia.com/college/11291-aruna-college-of-nursing-tumkur
"Bhagwant University, Ajmer","Ajmer, Rajasthan","₹ 80,000",https://collegedunia.com/university/25799-bhagwant-university-ajmer
"SRM College of Nursing, Kanchipuram","Kanchipuram, Tamil Nadu","₹ 80,000",https://collegedunia.com/college/56222-srm-college-of-nursing-kanchipuram
"Shri Ram Murti Smarak Institutions - [SRMSI], Bareilly","Bareilly, Uttar Pradesh","₹ 1,08,000",https://collegedunia.com/college/57864-shri-ram-murti-smarak-institutions-srmsi-bareilly
"Bharath College of Parmedical Science, Kottayam","Kottayam, Kerala","₹ 3,00,000",https://collegedunia.com/college/10309-bharath-college-of-parmedical-science-kottayam
"Grace College of Health and Management, Kanyakumari","Kanyakumari, Tamil Nadu","₹ 1,00,000",https://collegedunia.com/college/10496-grace-college-of-health-and-management-kanyakumari
"Mahatma Gandhi Medical College and Research Institute, Sri Balaji Vidyapeeth - [MGMCRI], Pondicherry","Pondicherry, Puducherry","₹ 1,00,000",https://collegedunia.com/college/10702-mahatma-gandhi-medical-college-and-research-institute-sri-balaji-vidyapeeth-mgmcri-pondicherry
"Awasthi Institute of Nursing - [AIN], Solan","Solan, Himachal Pradesh","₹ 75,000",https://collegedunia.com/college/11311-awasthi-institute-of-nursing-ain-solan
"RITEE Group of Institutions, Raipur","Raipur, Chhattisgarh","₹ 75,000",https://collegedunia.com/college/14695-ritee-group-of-institutions-raipur
"Chaitanya (Deemed to be University), Warangal","Warangal, Telangana","₹ 1,00,000",https://collegedunia.com/university/23920-chaitanya-deemed-to-be-university-warangal
"DY Patil University, Navi Mumbai","Navi Mumbai, Maharashtra","₹ 1,00,000",https://collegedunia.com/university/25718-dy-patil-university-navi-mumbai
"Sri Balaji Vidyapeeth University - [SBV], Pondicherry","Pondicherry, Puducherry","₹ 1,00,000",https://collegedunia.com/university/25773-sri-balaji-vidyapeeth-university-sbv-pondicherry
"Sri Sukhmani Group Of Institutions, Mohali","Mohali, Punjab","₹ 75,000",https://collegedunia.com/college/27825-sri-sukhmani-group-of-institutions-mohali
"Siksha 'O' Anusandhan University - [SOA], Bhubaneswar","Bhubaneswar, Odisha","₹ 1,00,000",https://collegedunia.com/university/54827-siksha-o-anusandhan-university-soa-bhubaneswar
"Meenakshi Mission Hospital & Research Center - [MMHRC], Madurai","Madurai, Tamil Nadu","₹ 75,000",https://collegedunia.com/college/55454-meenakshi-mission-hospital-and-research-center-mmhrc-madurai
"Sri Ramachandra Medical College, Chennai","Chennai, Tamil Nadu","₹ 75,000",https://collegedunia.com/college/56220-sri-ramachandra-medical-college-chennai
"SGT University, Faculty of Allied Health Sciences, Gurgaon","Gurgaon, Haryana","₹ 1,00,000",https://collegedunia.com/college/57057-sgt-university-faculty-of-allied-health-sciences-gurgaon
"RR Group of Institutions, Bangalore","Bangalore, Karnataka","₹ 1,00,000",https://collegedunia.com/college/57603-rr-group-of-institutions-bangalore
"Maharishi Markandeshwar College of Nursing - [MMCON], Ambala","Ambala, Haryana","₹ 75,000",https://collegedunia.com/college/58041-maharishi-markandeshwar-college-of-nursing-mmcon-ambala
"Gokul Global University - [GGU], Sidhpur","Sidhpur, Gujarat","₹ 75,000",https://collegedunia.com/university/59936-gokul-global-university-ggu-sidhpur
"Gokul Nursing College, Gokul Global University, Sidhpur","Sidhpur, Gujarat","₹ 75,000",https://collegedunia.com/college/60092-gokul-nursing-college-gokul-global-university-sidhpur
"Jai Institute of Nursing & Research - [JINR], Gwalior","Gwalior, Madhya Pradesh","₹ 75,000",https://collegedunia.com/college/60119-jai-institute-of-nursing-and-research-jinr-gwalior
"VISM Group of Studies, Gwalior","Gwalior, Madhya Pradesh","₹ 75,000",https://collegedunia.com/college/60133-vism-group-of-studies-gwalior
"Dr. J. J. Magdum Institute Of Nursing Education, Kolhapur","Kolhapur, Maharashtra","₹ 95,000",https://collegedunia.com/college/60762-dr-j-j-magdum-institute-of-nursing-education-kolhapur
"SRM Institute of Science and Technology - [SRM IST], Tiruchirappalli","Tiruchirappalli, Tamil Nadu","₹ 1,00,000",https://collegedunia.com/university/62544-srm-institute-of-science-and-technology-srm-ist-tiruchirappalli
"Hindusthan College of Health Sciences, Coimbatore","Coimbatore, Tamil Nadu","₹ 1,00,000",https://collegedunia.com/college/62554-hindusthan-college-of-health-sciences-coimbatore
"SAM Group of Institutions, Bhopal","Bhopal, Madhya Pradesh","₹ 75,000",https://collegedunia.com/college/62612-sam-group-of-institutions-bhopal
"Sumantai Wasnik Institute of Nursing, Nagpur","Nagpur, Maharashtra","₹ 75,000",https://collegedunia.com/college/63370-sumantai-wasnik-institute-of-nursing-nagpur
"Rajas Institute of Allied Health Sciences, Tirunelveli","Tirunelveli, Tamil Nadu","₹ 1,00,000",https://collegedunia.com/college/63399-rajas-institute-of-allied-health-sciences-tirunelveli
"LNCT Vidyapeeth University, Indore","Indore, Madhya Pradesh","₹ 75,000",https://collegedunia.com/university/63518-lnct-vidyapeeth-university-indore
